,Full_Reviews,Ratings
8281,superb sound quality...very comfortable in ear for long use..bass & clarity amazing...must buy...i purchase this headphone for Rs.1299/- thank you Flipkart.,5
8282,one of best headset got 999 during sale . sound quality is very good bass is awesome and also battery back is good approx 4 hour on full volume. one thing can be improved which is noise cancellation during call lot of noise hear other side . but considering prize no other can beat this ....,4
8283,it is awesome easy to use and sound quality is great good bass value for price.,5
8284,very nice packaging and very easy to use nice bass clearity and clear sound good looking and better than costly earphones and give me one year warranty card plus extra head phone rubber and charging wire and most important very nice battery back up,5
8285,Awesome earphones in this price range. earphones are just worthy. sound quality is too amazing. i have tried many earphones. but i must say these are my best buy earphones. premium quality. if you love bass along with music just go for these earphones without any hesitation. battery backup is also good.,5
8286,"it's amazing product thanks to all flipkart..
this bluetooth bass is very good and sound quality is superb and build quality is very nice and battery backup is so good..
I'm very interested this product..",5
8287,Very good base is good built quality very good best product in 999,4
8288,"Hai guys this is my genuine review after using of boAt Rockerz 255f , it's simply ok. but previously i have usend sony SBH-20 then compare to both i would prefer 100% satisfied with sony only. sound, build quality, call quality, pairing, except battery life i am fully satisfied with sony only . but boAt is different extra bass is very strong and incoming call intimation like china bluetooth but it's ok at this price range .",4
8289,base is amazing and vocals are also pretty clear but problems are wire is not of good quality and too long as well. quality of neck band can be increased.,5
8290,"Don't prefer this product it works fine only for a month after that sound,bass everything will be very low which you can't hear... So don't prefer this product it's a unworthy product",1
8291,"It is a good looking product. Worth Every Penny. Has Been Using for More Than a Week Now,

Pros:
1. Good Build Quality
2. Flexible Neck Band.
3. Great Sound Quality. Bass is Superb.
4. Mic is audible to other ever with lower sound.
5. Great Battery Life. Charge for Half Hour in the morning and the battery last till night for normal daily usage.

Cons:
1. it would have been better if the wire was little shorter. looks odd when wearing non colored shirts.

Nothing Particular issues other than ...",5
8292,"This wireless earphones comes up with a good audio quality and superb bass.
It has an awesome noise cancellation since they have included a earpiece to hold it to our ears.
Battery backup is also very good.
The best wireless earphone under 2000 range.
And moreover it's IP certified water resistant.",5
8293,one of my best ear phone i ever listen in my life perfect sound with bass good job flipkart on time delivery..,4
8294,"Wired is Weird!!

Here is the genuine review after using a month.

1. Sound Quality is Great (4/5)
Really great.
2. Bass is ultimate (5/5)
Great bass, you'll love it.
3. Design & Built (4/5).
Less weight and comfortable.
4. Battery Package (4/5)
Stands upto 5 hours of continuous usage, if used wisely can withstand upto 1 1/2 days.
5. Bluetooth Distance Coverage (3.5/5)
I'm not a fan of the distance Coverage, not up to expectations.

Overall on my opinion it is Great.",4
8295,"awesome product really loved it , it has an awesome sound and very eary to carry and also the battery backup is also good",5
8296,Must Buy. Comfortable and Easy to use . The Quality of the sound was Awesome. Bass was Extreme. Battery Backup little bit more expected. But Happy to have it overall,5
8297,"it's good wireless headfone but comfort not good
every time loose in ear so comfort not well
battery backup excellent
sound quality good not excellent
i think it's normal wireless headfone not excellent
so don't expect more it's normal headfone
nothing special.

i got in 1300 rs but i think it's price high
i am disappointed it's comfort because it's loose in ear every time so don't buy this product

if you not prefer comfort then buy this otherwise don't buy this wireless headfone",3
